,YR_1,YR_3,YR_5,YR_7,YR_9
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chloroplast expression vector pCEV2|g__,3.11E-05,0,0,0.000139561,8.11E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes,1.85E-05,6.72E-06,2.39E-05,0.000104459,0.000177886
k__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacter,2.95E-05,4.43E-05,5.31E-05,6.42E-05,3.73E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Solanum lycopersicum (tomato)|g__,3.55E-05,2.53E-05,8.53E-05,7.21E-06,1.37E-05
k__Bacteria|p__Bacteroidota|c__OC31|o__|f__|g__,4.15E-05,3.51E-05,5.06E-05,7.34E-05,2.19E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Andalucia godoyi,2.32E-06,1.75E-05,1.37E-05,2.39E-05,7.32E-06
k__Bacteria|p__Firmicutes|c__Clostridia|o__|f__|g__,1.04E-05,7.20E-05,1.71E-05,0.000132347,0.000124418
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Reclinomonas americana ATCC 50283,1.65E-05,4.57E-05,4.37E-05,7.63E-05,3.60E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Bracteacoccus aerius|g__,7.94E-05,3.23E-05,3.92E-05,3.47E-05,9.16E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Trachelomonas sp. Nogok101407B|g__,2.58E-05,1.97E-05,0.0001037,2.83E-05,2.29E-05
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella,3.75E-05,5.46E-05,4.44E-05,0.000104723,6.63E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Palpitomonas bilix,9.74E-07,1.48E-06,0,3.98E-06,1.84E-07
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Monomorphina ovata|g__,0.000175101,3.68E-05,7.46E-05,2.83E-05,7.04E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Erythrobacter,5.16E-05,1.01E-05,2.21E-05,2.37E-05,5.30E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__,1.05E-06,3.45E-05,0.000253234,1.40E-05,0.000219251
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__,5.45E-06,8.00E-06,9.28E-06,7.05E-05,0.000181823
k__Bacteria|p__Cyanobacteria|c__Vampirivibrionia|o__Vampirovibrionales|f__Vampirovibrionaceae|g__Vampirovibrio,9.64E-05,4.88E-05,3.28E-05,3.83E-05,4.04E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena sp. MI67|g__,0.000324658,3.94E-05,3.72E-05,3.69E-05,5.88E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae NK4A136 group,2.79E-06,1.27E-06,1.33E-05,5.86E-05,0.000209231
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister,1.14E-06,3.83E-06,4.39E-06,9.59E-05,0.000188856
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Acidaminobacteraceae|g__Acidaminobacter,3.05E-05,0.000184418,4.67E-05,5.34E-05,0.000122394
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Tetraselmis cordiformis|g__,0.000160283,2.86E-05,5.60E-06,2.94E-05,1.18E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Domibacillus,0.000134823,3.14E-05,2.13E-05,4.70E-05,2.89E-05
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,1.20E-06,6.91E-06,1.00E-05,9.98E-05,0.000131898
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Ochromonas sp. CCMP1393|g__,1.75E-05,1.99E-05,1.69E-05,1.71E-05,2.69E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Arachis hypogaea (peanut)|g__,1.87E-05,7.91E-05,2.84E-05,7.85E-06,8.67E-07
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelotrichaceae UCG-003,9.19E-06,9.89E-06,3.03E-05,0.00011323,0.000170718
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Hoeflea,1.30E-05,8.27E-07,6.00E-06,1.69E-05,3.01E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__,5.93E-06,3.10E-06,2.44E-06,1.03E-05,8.70E-06
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Plasmopara viticola,6.56E-05,5.08E-05,6.91E-05,0.000125216,9.33E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Tetradesmus obliquus|g__,2.54E-05,3.91E-05,5.35E-05,8.28E-05,7.67E-06
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Defluviitaleaceae|g__Defluviitaleaceae UCG-011,2.25E-05,7.84E-05,5.26E-05,2.82E-05,0.000113356
k__Bacteria|p__Actinobacteriota|c__WCHB1-81|o__|f__|g__,2.04E-05,3.11E-05,2.27E-05,6.46E-05,2.60E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Closterium baillyanum|g__,3.63E-05,4.05E-05,9.92E-05,4.77E-05,1.96E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Halothiobacillales|f__Halothiobacillaceae|g__,2.69E-05,3.89E-05,4.23E-05,4.63E-05,2.31E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Family XIII AD3011 group,2.98E-05,3.21E-05,2.48E-05,7.60E-05,8.84E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinilabiliaceae|g__Alkalitalea,9.00E-05,5.13E-05,2.06E-05,7.20E-06,2.80E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena clara|g__,7.51E-05,5.96E-05,0.000102924,2.09E-05,8.88E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-005,3.95E-06,8.90E-06,6.00E-06,9.72E-05,0.000106489
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium] eligens group,1.69E-06,7.30E-06,9.73E-06,5.67E-05,0.000139919
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Lepocinclis acus|g__,7.12E-05,5.38E-05,7.76E-05,2.38E-05,4.98E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Gloeochaete wittrockiana,3.96E-06,6.11E-05,0.000101366,6.52E-05,3.06E-05
k__Bacteria|p__Bacteroidota|c__Kryptonia|o__Kryptoniales|f__MSB-3C8|g__,4.01E-05,3.45E-05,4.35E-05,1.37E-05,3.18E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Cenchrus americanus|g__,0.000107943,4.10E-05,3.89E-05,3.68E-05,2.32E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Synura sphagnicola|g__,9.38E-05,4.48E-05,3.80E-05,3.36E-06,1.79E-05
k__Bacteria|p__Bacteroidota|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium,2.22E-05,3.99E-05,5.84E-05,8.66E-05,0.000119247
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Caloglossa intermedia|g__,3.77E-05,1.32E-05,3.53E-05,7.13E-05,2.64E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Magnetospiraceae|g__,2.42E-05,8.20E-06,1.41E-05,2.00E-05,1.94E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus Zinderia,2.03E-06,5.20E-06,6.83E-06,4.05E-05,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__CHAB-XI-27|f__|g__,3.70E-06,9.40E-06,1.23E-05,2.05E-05,4.72E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__,2.62E-06,9.03E-06,7.07E-06,8.26E-05,9.59E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter,5.61E-05,7.25E-05,8.42E-05,2.17E-05,3.64E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aequorivita,4.02E-05,1.73E-05,1.51E-05,2.31E-05,6.13E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Bracteacoccus minor|g__,6.37E-06,4.11E-05,9.07E-06,3.16E-05,3.30E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Carteria cerasiformis|g__,4.24E-05,9.22E-06,4.38E-05,0,6.53E-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__Acidiferrobacter,7.60E-06,2.46E-05,2.12E-05,1.84E-05,9.83E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Pseudopediastrum integrum|g__,2.72E-05,0.000119721,3.09E-05,4.94E-05,1.42E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Fistulifera solaris|g__,1.83E-05,6.81E-05,0.000133396,7.27E-05,1.65E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Puniceispirillales|f__|g__,1.56E-05,1.39E-05,2.25E-06,2.30E-05,3.77E-05
k__Bacteria|p__Bacteroidota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae|g__Salinibacter,2.50E-05,1.29E-05,5.70E-06,3.94E-05,6.26E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Natranaerovirga,9.59E-06,5.58E-05,5.16E-05,2.02E-05,4.17E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium sensu stricto 13,2.70E-05,2.99E-05,1.75E-05,4.02E-05,4.15E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglenaria anabaena var. minima|g__,3.06E-05,8.23E-06,1.19E-05,8.77E-06,3.60E-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Zymophilus,7.33E-06,7.80E-07,1.84E-05,7.25E-05,9.22E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Ornithinibacillus,6.43E-05,8.07E-06,1.71E-06,3.37E-06,4.44E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Bracteacoccus giganteus|g__,6.27E-05,2.68E-05,2.68E-05,1.88E-05,9.35E-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__,4.38E-05,5.64E-05,7.56E-05,4.60E-05,3.20E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,0,0,4.25E-06,3.45E-05,6.77E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae Sedis,2.68E-05,1.35E-05,2.91E-05,2.78E-05,9.10E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Phaeodactylum tricornutum|g__,1.54E-05,3.07E-05,0.000113086,6.54E-05,1.99E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Oryza rufipogon|g__,0,4.01E-05,1.07E-05,3.19E-06,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0,0,0,2.83E-05,7.77E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas,1.84E-05,2.03E-05,6.99E-05,6.30E-06,4.33E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Discoplastis adunca|g__,6.88E-05,5.62E-05,2.55E-05,2.83E-05,3.58E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-002,1.06E-05,3.12E-05,1.34E-05,3.12E-05,7.08E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Arachis duranensis|g__,1.33E-05,3.58E-05,2.39E-05,8.43E-06,1.58E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium] ruminantium group,7.17E-06,0,5.93E-06,4.14E-05,0.000103821
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Nicotiana sylvestris (wood tobacco)|g__,8.80E-06,1.68E-05,0,6.57E-06,3.06E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__,9.00E-06,4.05E-05,3.72E-05,4.45E-05,4.75E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Malikia,3.55E-05,7.63E-07,1.68E-05,2.98E-05,8.23E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Strombomonas acuminata|g__,0.000108554,3.55E-05,1.89E-05,1.30E-05,2.28E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Pyrenomonas salina|g__,4.30E-05,5.67E-06,1.02E-05,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Hungateiclostridiaceae|g__Ercella,1.96E-05,2.26E-05,1.48E-05,2.56E-05,7.73E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Pleomorphomonadaceae|g__Prosthecomicrobium,3.15E-05,3.39E-05,2.59E-05,2.54E-05,2.98E-05
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium,5.80E-06,1.53E-05,1.22E-05,4.24E-05,7.63E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter,2.78E-05,1.45E-05,2.06E-05,2.66E-05,1.62E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium] coprostanoligenes group|g__,8.97E-07,0,1.55E-05,5.08E-05,6.32E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma,6.60E-06,1.47E-05,4.28E-06,2.12E-05,2.38E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus,4.37E-06,9.60E-07,0,4.27E-05,0.000103143
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Kineosporiales|f__Kineosporiaceae|g__Kineosporia,1.59E-05,1.82E-05,1.80E-05,1.85E-05,7.86E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__[Anaerorhabdus] furcosa group,4.54E-05,1.29E-05,3.35E-06,1.39E-05,5.36E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Family XI|g__Soehngenia,1.75E-05,4.14E-05,3.06E-05,2.10E-05,3.40E-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Propionispira,4.19E-06,8.76E-06,4.81E-06,6.66E-05,5.04E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Solimonadaceae|g__Polycyclovorans,1.26E-05,2.35E-05,3.48E-05,3.31E-05,5.85E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Arachis ipaensis|g__,0,4.46E-05,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Pediastrum duplex|g__,2.03E-05,8.08E-05,1.94E-05,2.21E-05,8.90E-06
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Acholeplasmataceae|g__EUB33-2,8.14E-06,5.63E-06,1.66E-06,3.74E-05,0.000145185
k__Bacteria|p__Firmicutes|c__Bacilli|o__Izemoplasmatales|f__Izemoplasmataceae|g__,5.19E-06,0,1.11E-05,6.11E-05,0.000111028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium] hallii group,2.65E-06,1.86E-06,3.32E-06,3.86E-05,9.15E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Caloramatoraceae|g__Caloramator,9.57E-06,4.59E-05,2.73E-05,2.23E-05,7.09E-05
k__Bacteria|p__Firmicutes|c__Syntrophomonadia|o__Syntrophomonadales|f__Syntrophomonadaceae|g__,1.66E-05,0,2.40E-06,4.72E-05,7.87E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__p-251-o5|g__,0,0,0,2.58E-05,0.00011032
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Helianthus annuus (common sunflower)|g__,1.92E-05,6.18E-05,2.29E-05,7.37E-06,3.63E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Monomorphina pyrum|g__,9.82E-05,1.34E-05,3.92E-05,9.47E-06,4.02E-05
k__Bacteria|p__Bacteroidota|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum,2.06E-06,5.28E-06,1.02E-05,5.18E-05,5.80E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Lunatimonas,6.92E-05,4.01E-05,7.32E-05,1.22E-05,8.78E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena cantabrica|g__,4.81E-05,1.60E-06,2.00E-05,4.33E-06,0.000108963
k__Bacteria|p__Firmicutes|c__Desulfitobacteriia|o__Desulfitobacteriales|f__|g__,3.80E-07,3.43E-06,0,4.59E-05,0.000144647
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Lepocinclis acus var. major|g__,3.79E-05,1.04E-05,2.74E-05,1.39E-05,4.21E-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Succinispira,3.91E-06,4.77E-06,1.23E-05,3.69E-05,6.30E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Oryza longistaminata|g__,1.83E-05,1.47E-06,3.11E-05,0,8.40E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena sp. SAG1224-12b|g__,2.71E-05,3.39E-05,2.21E-05,2.82E-05,5.02E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__Micavibrionaceae|g__Micavibrio,4.46E-06,0,1.20E-05,5.21E-05,9.15E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Spirosomaceae|g__Fluviimonas,6.71E-05,1.67E-05,1.27E-05,1.30E-05,7.55E-06
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella,2.03E-06,2.20E-05,0,2.70E-05,3.18E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria,0,0,6.70E-06,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__F0058,2.69E-06,1.13E-06,6.07E-06,4.27E-06,5.32E-05
k__Bacteria|p__Firmicutes|c__Incertae Sedis|o__DTU014|f__|g__,4.00E-06,1.25E-05,0,4.79E-05,3.93E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Magnetospirillaceae|g__Magnetospirillum sp. enrichment culture clone Van25,7.33E-06,1.36E-05,1.52E-05,2.52E-05,6.30E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Grateloupia turuturu,4.63E-05,1.64E-05,3.31E-05,2.26E-05,1.44E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio,0,4.93E-06,1.12E-06,1.57E-05,4.49E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium sensu stricto 16,1.47E-05,6.56E-06,1.96E-05,3.98E-05,3.89E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Monomorphina parapyrum|g__,4.46E-05,2.07E-05,1.08E-05,4.28E-06,2.90E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Panax ginseng|g__,2.67E-06,2.88E-05,0,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__,4.76E-05,7.43E-06,1.50E-05,6.80E-06,1.87E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Idiomarinaceae|g__Aliidiomarina,3.66E-06,9.49E-06,3.55E-05,1.66E-05,3.55E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,6.84E-06,0,0,2.02E-05,1.61E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma,1.81E-05,1.06E-05,1.05E-05,2.03E-05,2.71E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Izemoplasmatales|f__|g__,6.69E-06,6.30E-06,0,4.52E-05,6.03E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Mycoplasmatales|f__Mycoplasmataceae|g__,8.99E-06,2.05E-05,1.79E-05,6.53E-06,6.56E-06
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Sporomusaceae|g__Anaeromusa-Anaeroarcus,8.93E-06,0,6.33E-06,5.73E-05,3.47E-05
k__Bacteria|p__Bacteroidota|c__Rhodothermia|o__Balneolales|f__Balneolaceae|g__,0,4.40E-06,2.34E-05,1.29E-05,1.97E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Lepocinclis sp. Saema103108B|g__,7.10E-06,9.53E-06,3.13E-05,7.53E-06,4.70E-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Sporomusaceae|g__Sporomusa,1.21E-05,1.24E-06,0,1.71E-05,3.61E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Fusibacteraceae|g__Fusibacter,5.50E-06,1.33E-05,0,2.28E-05,4.53E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Zea mays subsp. mays (maize)|g__,1.19E-05,4.50E-05,1.25E-05,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Isoetes engelmannii (Engelmann's quillwort),5.47E-07,1.72E-06,2.31E-05,3.97E-05,4.04E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella,4.35E-06,0,0,1.89E-05,3.86E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae RC9 gut group,9.90E-06,6.97E-06,9.93E-06,6.07E-06,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__CMW-169|g__,1.15E-05,8.90E-06,1.82E-05,8.66E-06,4.88E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Thermoactinomycetales|f__Thermoactinomycetaceae|g__Laceyella,1.56E-05,6.47E-06,2.04E-05,2.41E-05,2.45E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Candidatus Neoehrlichia,5.76E-06,6.41E-06,3.05E-05,1.25E-05,1.55E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__U29-B03,4.86E-06,1.61E-06,0,0,9.54E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Trachelomonas lefevrei|g__,4.63E-06,4.93E-06,3.44E-05,2.34E-05,9.70E-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus Vidania,6.64E-06,1.53E-05,4.03E-06,4.37E-05,7.57E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Lepocinclis playfairiana|g__,2.84E-05,0,1.91E-05,8.55E-06,1.09E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum,1.43E-06,3.69E-06,0,1.49E-05,1.46E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Triticum urartu,0,6.29E-05,0,0,1.26E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__[Streptomyces] thermoautotrophicus,6.03E-06,0,2.53E-06,2.47E-06,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Ziziphus jujuba|g__,2.36E-05,0,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Crustomastix stigmatica|g__,4.95E-06,3.21E-05,1.63E-06,1.05E-05,0
